iter	Accuracy	MultiClass
880	0.6650566741	0.7472680311
881	0.6650010772	0.7472399081
882	0.6650775229	0.7471692967
883	0.6650636237	0.7471391228
884	0.6651400694	0.7470823104
885	0.6651261701	0.7470227635
886	0.665181767	0.7469990109
887	0.6652443135	0.7469427178
888	0.6652721119	0.7468999805
889	0.6652929607	0.7468584066
890	0.6653138096	0.7467640542
891	0.66530686	0.7467047448
892	0.6652790615	0.7466638404
893	0.6653207592	0.7466167428
894	0.665376356	0.7465558058
895	0.6654528017	0.746498939
896	0.6654389025	0.746422075
897	0.6654250033	0.7463764257
898	0.6654528017	0.7463436299
899	0.6654111041	0.7462907448
900	0.6654597513	0.7462126205
901	0.6656195923	0.7461681154
902	0.6655153482	0.7461319747
903	0.6655570459	0.7460888688
904	0.6656126427	0.7460333884
905	0.6656473908	0.7459926828
906	0.6656543404	0.7459487647
907	0.665696038	0.7458727453
908	0.6657307861	0.7458531865
909	0.6657794333	0.7457944789
910	0.6658072318	0.7457668087
911	0.6658767278	0.7457368344
912	0.6659462239	0.7456594063
913	0.6659045263	0.7456258216
914	0.6660018208	0.7456004818
915	0.6659879216	0.745563085
916	0.6659948712	0.7455058474
917	0.6660643673	0.7454484105
918	0.6660365688	0.7454076144
919	0.6661199641	0.7453518417
920	0.666140813	0.7452927532
921	0.6662172587	0.7452423937
922	0.6661269137	0.7451829289
923	0.6662033594	0.7451467289
924	0.666175561	0.7451063818
925	0.6661894602	0.7450591283
926	0.6663632004	0.7450218592
927	0.6663284524	0.7449872025
928	0.6662450571	0.7449014952
929	0.6663770997	0.7448337735
930	0.6663979485	0.7447956592
931	0.6663909989	0.7447296987
932	0.666495243	0.7446885774
933	0.6665786383	0.7446529148
934	0.6665786383	0.7445810061
935	0.6666828824	0.7445347919
936	0.6665786383	0.7444938709
937	0.6666064367	0.7444287439
938	0.6666620336	0.7444046524
939	0.6667523785	0.7443675997
940	0.6667245801	0.7443215248
941	0.6666967816	0.7443034279
942	0.6668635722	0.7442622916
943	0.6668079754	0.7442405738
944	0.6668635722	0.7441901282
945	0.6669400179	0.7441528412
946	0.6669539171	0.7440956467
947	0.6669400179	0.7440665228
948	0.6670651109	0.7439862708
949	0.6671902038	0.7439301918
950	0.667169355	0.7438650901
951	0.6672180023	0.7437999016
952	0.6671485062	0.7437624297
953	0.667294448	0.7437125482
954	0.6673917425	0.7436691534
955	0.6673361456	0.743629278
956	0.6673013976	0.7435617608
957	0.6673778433	0.7435081255
958	0.6673917425	0.7434650661
959	0.6675932811	0.7433820792
960	0.667648878	0.7433252342
961	0.6677739709	0.7432739848
962	0.6677670213	0.743251882
963	0.6677322733	0.743223221
964	0.6677948198	0.7431449557
965	0.6678295678	0.7431193912
966	0.6677600717	0.7430770489
967	0.6677739709	0.7430419188
968	0.6678504166	0.7429819642
969	0.6678712655	0.7429498731
970	0.6679268623	0.7428800429
971	0.6679338119	0.7428341419
972	0.6680658545	0.7427255958
973	0.6680797537	0.7426630338
974	0.6681145017	0.7426311227
975	0.6680658545	0.7425831601
976	0.6681006025	0.7425415299
977	0.6681909474	0.7425128057
978	0.6681839978	0.7424803986
979	0.6682812923	0.7424362156
980	0.6683090908	0.7423822522
981	0.6683785869	0.7423440271
982	0.6683368892	0.7422980384
983	0.6683021412	0.7422539465
984	0.6683646876	0.7421877552
985	0.6682187459	0.7421426669
986	0.6683368892	0.7420512185
987	0.6684619822	0.741993514
988	0.6685453775	0.7419183151
989	0.6685731759	0.7418443864
990	0.6684897806	0.7417937748
991	0.6684341837	0.7417348522
992	0.668517579	0.7416876818
993	0.668517579	0.741628689
994	0.6685245286	0.7415499794
995	0.6686357224	0.7415011517
996	0.6686982689	0.7414439181
997	0.6687469161	0.741399702
998	0.6686982689	0.7413668728
999	0.6686913192	0.7413240558
